"id","title","longitude","latitude","city","area","room_type","floor","size","oriented","price","unit_price","decoration","Fangtianxia_data_source","age","elevator"
"125","通州政府旁荣盛花语城均外地人可购均价1200070年","117.00914764404296875000","39.84668350219726562500","北京","北京周边","2室2厅1卫","高层楼层（共23层）","95平米","南北","1200000","12632元/平米","毛坯","3","2013年","无"
"126","密云世纪家园136平米 五年 急售305万上","116.85945129394531250000","40.38503646850585937500","北京","密云","3室2厅2卫","低层楼层（共15层）","136平米","西南","3050000","22426元/平米","精装修","3","2001年","有"
"127","韩建观山源墅 合院别墅 5居4卫、新房 无任何费用","116.17157745361328125000","39.74369430541992187500","北京","房山","5室2厅4卫","低层地上层数（共1层）","330平米","南","12500000","37879元/平米","毛坯","3","2014年","无"
"128","随时看+复式结构+4.7米+动静分离+光照充足+方正格局+国贸万","116.47808074951171875000","39.91779708862304687500","北京","朝阳","1室1厅2卫","中层楼层（共19层）","61.44平米","西","6000000","97656元/平米","精装修","3","2007年","无"
"129","东城区 东二环广渠门 冠城南北四局随时看房，稳定在售欢迎咨询","116.45446014404296875000","39.89895248413085937500","北京","东城","4室2厅3卫","中层楼层（共31层）","222.11平米","南北","24000000","108055元/平米","精装修","3","2009年","无"
"130","婚房大两居 精心设计环保材料 满五年 诚心出售","116.24390411376953125000","39.90899276733398437500","北京","石景山","2室1厅1卫","中层楼层（共24层）","114.28平米","东北","6660000","58278元/平米","精装修","3","2007年","有"
"131","钢研社区 汇福轩 两卧室南向 大客厅西向 采光好无遮挡 满五年公","116.34289550781250000000","39.95616149902343750000","北京","海淀","3室1厅1卫","中层楼层（共18层）","118.33平米","西南","10650000","90003元/平米","中装修","3","1997年","有"
"132","金汉绿港 双卧朝南 精装四居室 电梯直入户","116.66968536376953125000","40.14112854003906250000","北京","顺义","4室2厅2卫","中层楼层（共18层）","173.95平米","南北","7200000","41391元/平米","中装修","3","2002年","无"
"133","精装全新的别墅！比一手800万。因为业主着急卖！","116.34669494628906250000","39.79552841186523437500","北京","大兴","4室7厅6卫","低层地上层数（共1层）","430平米","南","29990000","69744元/平米","中装修","3","2013年","无"
"134","优选精品六期南向两居，楼层位置没得挑，看房随时，急售","116.84532165527343750000","39.96947860717773437500","北京","燕郊","2室1厅1卫","中层楼层（共26层）","74平米","南","1420000","19189元/平米","精装修","3","有","无"
"135","潘家园 华威西里 朝南一居 成熟社区潘家园这","116.45873260498046875000","39.87728881835937500000","北京","朝阳","1室1厅1卫","中层楼层（共6层）","44.28平米","南","2650000","59846元/平米","精装修","3","1994年","有"
"136","皂君东里 二室一厅一卫 中楼层 南北通透","116.34184265136718750000","39.96546936035156250000","北京","海淀","2室1厅1卫","中层楼层（共6层）","60平米","南北","5100000","85000元/平米","中装修","3","1988年","无"
"137","新出）二期中式独栋）实房照片）精装修","116.74339294433593750000","39.92443847656250000000","北京","通州","4室3厅4卫","低层地上层数（共1层）","400.5平米","南","36990000","92360元/平米","精装修","3","2014年","无"
"138","康桥水郡复式+采光好+视野好+可观西山+临昆玉河","116.30141448974609375000","39.96838378906250000000","北京","海淀","4室2厅3卫","高层楼层（共17层）","247平米","东西","29800000","120648元/平米","精装修","3","2004年","无"
"139","剑桥郡二期 豪装复式 层层 19220平 送装修","116.28678131103515625000","39.47035980224609375000","北京","北京周边","4室3厅4卫","高层楼层（共13层）","192平米","南北","3930000","20469元/平米","豪华装修","3","2015年","有"
"140","燕郊福成六期两居精装修75平135万业主急售随时看房","116.84532165527343750000","39.96947860717773437500","北京","燕郊","2室1厅1卫","低层楼层（共28层）","75.6平米","南","1350000","17857元/平米","精装修","3","2012年","有"
"141","金隅丽港城，一层带花园，板楼，南北通透3居，全明，安静不临街","116.46939086914062500000","39.99714279174804687500","北京","朝阳","3室2厅2卫","低层楼层（共9层）","116.47平米","南北","12200000","104748元/平米","精装修","3","2006年","无"
"142","良乡天恒水岸壹号++198平580万+南北通透！","116.16212463378906250000","39.72130203247070312500","北京","房山","3室2厅2卫","中层楼层（共15层）","124平米","南北","5400000","43548元/平米","精装修","3","2018年","无"
"143","禧福汇 满五 包税三室两厅两卫 南北通透 仅售1165万","116.48206329345703125000","39.88909912109375000000","北京","朝阳","3室2厅2卫","低层楼层（共20层）","139.56平米","南北","11650000","83477元/平米","精装修","3","2009年","有"
"144","拥金1.5 洋桥西罗园三区三室一大厅","116.39523315429687500000","39.86587142944335937500","北京","丰台","3室1厅1卫","中层楼层（共19层）","79.23平米","南","5000000","63107元/平米","简装修","3","1996年","有"
"145","下叠南向85平方正花园 南北间距28米 中.介.费1.5%","116.31632232666015625000","39.87890243530273437500","北京","丰台","3室2厅4卫","低层地上层数（共1层）","335.5平米","南","38000000","113264元/平米","毛坯","3","2017年","无"
"146","安纳湖精装修朝南向两居 客厅带阳台落地窗 中高层","116.66581726074218750000","40.20541381835937500000","北京","顺义","2室1厅1卫","中层楼层（共22层）","92平米","暂无","3280000","35652元/平米","简装修","3","2012年","无"
"147","电建泷悦长安：特价联排别墅，550平+100平花园 欢迎品鉴","116.15396118164062500000","39.90906143188476562500","北京","门头沟","5室2厅6卫","低层地上层数（共3层）","255平米","南","15200000","59608元/平米","毛坯","3","2015年","无"
"148","梨园轻轨站 房本满两年 业主","116.67248535156250000000","39.88684463500976562500","北京","通州","2室1厅1卫","高层楼层（共18层）","87.45平米","东南","3800000","43453元/平米","中装修","3","2006年","无"
"149","军博南侧东西三居挂南窗 满五 看房方便","116.33104705810546875000","39.90707778930664062500","北京","海淀","3室1厅1卫","中层楼层（共6层）","77.5平米","东南","6250000","80645元/平米","简装修","3","1986年","无"
"150","燕郊 首尔 精装修 近 可贷款 外地人可以买","116.79050445556640625000","40.00798797607421875000","北京","燕郊","2室1厅1卫","中层楼层（共33层）","76.23平米","南","880000","11544元/平米","精装修","3","2014年","无"
"151","长城脚下饮马川送精装修全套家具家电环境优美","117.17363739013671875000","40.71094512939453125000","北京","密云","3室2厅1卫","低层地上层数（共1层）","137平米","暂无","5230000","38175元/平米","精装修","3","2017年","无"
"152","朝北8080精装修一手现房，外地人可买，在北京安家已经成为现实","116.65460205078125000000","39.94581222534179687500","北京","朝阳","1室1厅1卫","高层楼层（共7层）","52平米","南","164.50000","31635元/平米","精装修","3","2016年","有"
"153","馨港庄园二区三室二厅二卫","116.67604827880859375000","40.03792190551757812500","北京","顺义","3室2厅2卫","高层楼层（共6层）","141.9平米","南北","4250000","29951元/平米","简装修","3","2005年","无"
"154","大望路蓝堡国际新出低价一居室西向采光好正对华贸金地","116.48326873779296875000","39.91720962524414062500","北京","朝阳","1室1厅1卫","高层楼层（共19层）","45平米","西","5800000","128889元/平米","精装修","3","2005年","有"
"155","半岛西南开间，总价低，楼层好，置换成功，诚心出售，临","116.45760345458984375000","39.97698974609375000000","北京","朝阳","1室1厅1卫","低层楼层（共18层）","38平米","南","3900000","102632元/平米","简装修","3","2005年","有"
"156","万丰公园 中堂阅园小区 南北通透三居室 138平米 仅售930万","116.28515625000000000000","39.88845825195312500000","北京","丰台","3室2厅2卫","中层楼层（共15层）","138平米","南北","9300000","67391元/平米","精装修","3","2012年","有"
"157","大运河畔滨水美宅。均价一万一。直接认购。","116.99811553955078125000","39.83110809326171875000","北京","北京周边","3室2厅1卫","低层楼层（共24层）","100平米","南北","1100000","11000元/平米","毛坯","3","2018年","有"
"158","绣菊园东向精装大一居，随时签约原值高！","116.42971038818359375000","40.05067062377929687500","北京","朝阳","1室1厅1卫","低层楼层（共25层）","72.66平米","东","3680000","50647元/平米","精装修","3","1999年","无"
"159","珠江摩尔 西向 三居 205万 可谈 看房提前预约","116.30046081542968750000","40.10308074951171875000","北京","昌平","3室1厅1卫","低层楼层（共15层）","69平米","西","2050000","29710元/平米","精装修","3","2013年","无"
"160","双明卫 东南北通透 视野开阔 采光好 配套齐全 看房方便","116.52170562744140625000","39.94005966186523437500","北京","朝阳","3室2厅2卫","低层楼层（共31层）","126.27平米","东南","7600000","60188元/平米","精装修","3","2006年","无"
"161","给爸妈买个房吧！一层 有自建房 有小院 适合养老 空气好 环境佳","115.97590637207031250000","39.76589584350585937500","北京","房山","2室1厅1卫","低层楼层（共6层）","55.11平米","南北","1180000","21412元/平米","精装修","3","2000年","无"
"162","和成景园，客户置换别墅出售，中楼层位置，业主","116.53050994873046875000","39.83155059814453125000","北京","大兴","4室2厅3卫","中层楼层（共13层）","146平米","南北","8050000","55137元/平米","豪华装修","3","2016年","有"
"163","1个点！2次精装3居！低层看花园！1750万可谈！低税！随时","116.49136352539062500000","39.93813705444335937500","北京","朝阳","3室2厅3卫","低层楼层（共33层）","173平米","西北","16990000","98208元/平米","豪华装修","3","2007年","有"
"164","全南向木地板98+8，小三居看房随时","116.49099731445312500000","39.78933715820312500000","北京","大兴","3室2厅1卫","低层楼层（共18层）","98平米","南","6200000","63265元/平米","精装修","3","2016年","无"
"165","长阳半岛奥莱商圈+首创新悦都+南北通透3居室精装出售+满2","116.19239044189453125000","39.77884674072265625000","北京","房山","3室1厅1卫","中层楼层（共19层）","88.36平米","南北","3800000","43006元/平米","精装修","3","2013年","无"
"166","中信城三期中信禧园南北通透四居室 高层不临街 有钥匙 四合上院","116.38555908203125000000","39.89196777343750000000","北京","西城","4室2厅2卫","高层楼层（共21层）","180平米","东南","30500000","169444元/平米","精装修","3","2013年","有"
